56, 86,126,01010110,0056,LATIN CAPITAL LETTER V,,V
57, 87,127,01010111,0057,LATIN CAPITAL LETTER W,,W
58, 88,130,01011000,0058,LATIN CAPITAL LETTER X,,X
59, 89,131,01011001,0059,LATIN CAPITAL LETTER Y,,Y
5a, 90,132,01011010,005a,LATIN CAPITAL LETTER Z,,Z
5b, 91,133,01011011,005b,LEFT SQUARE BRACKET,,[
5c, 92,134,01011100,005c,REVERSE SOLIDUS,,\
5d, 93,135,01011101,005d,RIGHT SQUARE BRACKET,,]
5e, 94,136,01011110,005e,CIRCUMFLEX ACCENT,,^
5f, 95,137,01011111,005f,LOW LINE,,_
60, 96,140,01100000,0060,GRAVE ACCENT,,`
61, 97,141,01100001,0061,LATIN SMALL LETTER A,,a
62, 98,142,01100010,0062,LATIN SMALL LETTER B,,b
63, 99,143,01100011,0063,LATIN SMALL LETTER C,,c
64,100,144,01100100,0064,LATIN SMALL LETTER D,,d
65,101,145,01100101,0065,LATIN SMALL LETTER E,,e
66,102,146,01100110,0066,LATIN SMALL LETTER F,,f
67,103,147,01100111,0067,LATIN SMALL LETTER G,,g
68,104,150,01101000,0068,LATIN SMALL LETTER H,,h
69,105,151,01101001,0069,LATIN SMALL LETTER I,,i
6a,106,152,01101010,006a,LATIN SMALL LETTER J,,j
6b,107,153,01101011,006b,LATIN SMALL LETTER K,,k
6c,108,154,01101100,006c,LATIN SMALL LETTER L,,l
6d,109,155,01101101,006d,LATIN SMALL LETTER M,,m
6e,110,156,01101110,006e,LATIN SMALL LETTER N,,n
6f,111,157,01101111,006f,LATIN SMALL LETTER O,,o
70,112,160,01110000,0070,LATIN SMALL LETTER P,,p
71,113,161,01110001,0071,LATIN SMALL LETTER Q,,q
72,114,162,01110010,0072,LATIN SMALL LETTER R,,r
73,115,163,01110011,0073,LATIN SMALL LETTER S,,s
74,116,164,01110100,0074,LATIN SMALL LETTER T,,t
75,117,165,01110101,0075,LATIN SMALL LETTER U,,u
76,118,166,01110110,0076,LATIN SMALL LETTER V,,v
77,119,167,01110111,0077,LATIN SMALL LETTER W,,w
78,120,170,01111000,0078,LATIN SMALL LETTER X,,x
79,121,171,01111001,0079,LATIN SMALL LETTER Y,,y
7a,122,172,01111010,007a,LATIN SMALL LETTER Z,,z
7b,123,173,01111011,007b,LEFT CURLY BRACKET,,{
7c,124,174,01111100,007c,VERTICAL LINE,,|
7d,125,175,01111101,007d,RIGHT CURLY BRACKET,,}
7e,126,176,01111110,007e,TILDE,,~
7f,127,177,01111111,007f,DELETE,,
a1 40,161  64,241 100,10100001 01000000,3000,IDEOGRAPHIC SPACE,,　
a1 41,161  65,241 101,10100001 01000001,ff0c,FULLWIDTH COMMA,,，
a1 42,161  66,241 102,10100001 01000010,3001,IDEOGRAPHIC COMMA,,、
a1 43,161  67,241 103,10100001 01000011,3002,IDEOGRAPHIC FULL STOP,,。
a1 44,161  68,241 104,10100001 01000100,ff0e,FULLWIDTH FULL STOP,,．
a1 45,161  69,241 105,10100001 01000101,2027,HYPHENATION POINT,,‧
a1 46,161  70,241 106,10100001 01000110,ff1b,FULLWIDTH SEMICOLON,,；
a1 47,161  71,241 107,10100001 01000111,ff1a,FULLWIDTH COLON,,：
a1 48,161  72,241 110,10100001 01001000,ff1f,FULLWIDTH QUESTION MARK,,？
a1 49,161  73,241 111,10100001 01001001,ff01,FULLWIDTH EXCLAMATION MARK,,！
a1 4a,161  74,241 112,10100001 01001010,fe30,PRESENTATION FORM FOR VERTICAL TWO DOT LEADER,,︰
a1 4b,161  75,241 113,10100001 01001011,2026,HORIZONTAL ELLIPSIS,,…
a1 4c,161  76,241 114,10100001 01001100,2025,TWO DOT LEADER,,‥
a1 4d,161  77,241 115,10100001 01001101,fe50,SMALL COMMA,,﹐
a1 4e,161  78,241 116,10100001 01001110,fe51,SMALL IDEOGRAPHIC COMMA,,﹑
a1 4f,161  79,241 117,10100001 01001111,fe52,SMALL FULL STOP,,﹒
a1 50,161  80,241 120,10100001 01010000,00b7,MIDDLE DOT,,·
a1 51,161  81,241 121,10100001 01010001,fe54,SMALL SEMICOLON,,﹔
a1 52,161  82,241 122,10100001 01010010,fe55,SMALL COLON,,﹕
a1 53,161  83,241 123,10100001 01010011,fe56,SMALL QUESTION MARK,,﹖
a1 54,161  84,241 124,10100001 01010100,fe57,SMALL EXCLAMATION MARK,,﹗
a1 55,161  85,241 125,10100001 01010101,ff5c,FULLWIDTH VERTICAL LINE,,｜
a1 56,161  86,241 126,10100001 01010110,2013,EN DASH,,–
a1 57,161  87,241 127,10100001 01010111,fe31,PRESENTATION FORM FOR VERTICAL EM DASH,,︱
a1 58,161  88,241 130,10100001 01011000,2014,EM DASH,,—
a1 59,161  89,241 131,10100001 01011001,fe33,PRESENTATION FORM FOR VERTICAL LOW LINE,,︳
a1 5a,161  90,241 132,10100001 01011010,2574,BOX DRAWINGS LIGHT LEFT,,╴
a1 5b,161  91,241 133,10100001 01011011,fe34,PRESENTATION FORM FOR VERTICAL WAVY LOW LINE,,︴
a1 5c,161  92,241 134,10100001 01011100,fe4f,WAVY LOW LINE,,﹏
a1 5d,161  93,241 135,10100001 01011101,ff08,FULLWIDTH LEFT PARENTHESIS,,（
a1 5e,161  94,241 136,10100001 01011110,ff09,FULLWIDTH RIGHT PARENTHESIS,,）
a1 5f,161  95,241 137,10100001 01011111,fe35,PRESENTATION FORM FOR VERTICAL LEFT PARENTHESIS,,︵
a1 60,161  96,241 140,10100001 01100000,fe36,PRESENTATION FORM FOR VERTICAL RIGHT PARENTHESIS,,︶
a1 61,161  97,241 141,10100001 01100001,ff5b,FULLWIDTH LEFT CURLY BRACKET,,｛
a1 62,161  98,241 142,10100001 01100010,ff5d,FULLWIDTH RIGHT CURLY BRACKET,,｝
a1 63,161  99,241 143,10100001 01100011,fe37,PRESENTATION FORM FOR VERTICAL LEFT CURLY BRACKET,,︷
a1 64,161 100,241 144,10100001 01100100,fe38,PRESENTATION FORM FOR VERTICAL RIGHT CURLY BRACKET,,︸
a1 65,161 101,241 145,10100001 01100101,3014,LEFT TORTOISE SHELL BRACKET,,〔
a1 66,161 102,241 146,10100001 01100110,3015,RIGHT TORTOISE SHELL BRACKET,,〕
a1 67,161 103,241 147,10100001 01100111,fe39,PRESENTATION FORM FOR VERTICAL LEFT TORTOISE SHELL BRACKET,,︹
a1 68,161 104,241 150,10100001 01101000,fe3a,PRESENTATION FORM FOR VERTICAL RIGHT TORTOISE SHELL BRACKET,,︺
a1 69,161 105,241 151,10100001 01101001,3010,LEFT BLACK LENTICULAR BRACKET,,【
a1 6a,161 106,241 152,10100001 01101010,3011,RIGHT BLACK LENTICULAR BRACKET,,】
a1 6b,161 107,241 153,10100001 01101011,fe3b,PRESENTATION FORM FOR VERTICAL LEFT BLACK LENTICULAR BRACKET,,︻
a1 6c,161 108,241 154,10100001 01101100,fe3c,PRESENTATION FORM FOR VERTICAL RIGHT BLACK LENTICULAR BRACKET,,︼
a1 6d,161 109,241 155,10100001 01101101,300a,LEFT DOUBLE ANGLE BRACKET,,《
a1 6e,161 110,241 156,10100001 01101110,300b,RIGHT DOUBLE ANGLE BRACKET,,》
a1 6f,161 111,241 157,10100001 01101111,fe3d,PRESENTATION FORM FOR VERTICAL LEFT DOUBLE ANGLE BRACKET,,︽
a1 70,161 112,241 160,10100001 01110000,fe3e,PRESENTATION FORM FOR VERTICAL RIGHT DOUBLE ANGLE BRACKET,,︾
a1 71,161 113,241 161,10100001 01110001,3008,LEFT ANGLE BRACKET,,〈
a1 72,161 114,241 162,10100001 01110010,3009,RIGHT ANGLE BRACKET,,〉
a1 73,161 115,241 163,10100001 01110011,fe3f,PRESENTATION FORM FOR VERTICAL LEFT ANGLE BRACKET,,︿
a1 74,161 116,241 164,10100001 01110100,fe40,PRESENTATION FORM FOR VERTICAL RIGHT ANGLE BRACKET,,﹀
a1 75,161 117,241 165,10100001 01110101,300c,LEFT CORNER BRACKET,,「
a1 76,161 118,241 166,10100001 01110110,300d,RIGHT CORNER BRACKET,,」
a1 77,161 119,241 167,10100001 01110111,fe41,PRESENTATION FORM FOR VERTICAL LEFT CORNER BRACKET,,﹁
a1 78,161 120,241 170,10100001 01111000,fe42,PRESENTATION FORM FOR VERTICAL RIGHT CORNER BRACKET,,﹂
a1 79,161 121,241 171,10100001 01111001,300e,LEFT WHITE CORNER BRACKET,,『
a1 7a,161 122,241 172,10100001 01111010,300f,RIGHT WHITE CORNER BRACKET,,』
a1 7b,161 123,241 173,10100001 01111011,fe43,PRESENTATION FORM FOR VERTICAL LEFT WHITE CORNER BRACKET,,﹃
a1 7c,161 124,241 174,10100001 01111100,fe44,PRESENTATION FORM FOR VERTICAL RIGHT WHITE CORNER BRACKET,,﹄
a1 7d,161 125,241 175,10100001 01111101,fe59,SMALL LEFT PARENTHESIS,,﹙
a1 7e,161 126,241 176,10100001 01111110,fe5a,SMALL RIGHT PARENTHESIS,,﹚
a1 a1,161 161,241 241,10100001 10100001,fe5b,SMALL LEFT CURLY BRACKET,,﹛
a1 a2,161 162,241 242,10100001 10100010,fe5c,SMALL RIGHT CURLY BRACKET,,﹜
a1 a3,161 163,241 243,10100001 10100011,fe5d,SMALL LEFT TORTOISE SHELL BRACKET,,﹝
a1 a4,161 164,241 244,10100001 10100100,fe5e,SMALL RIGHT TORTOISE SHELL BRACKET,,﹞
a1 a5,161 165,241 245,10100001 10100101,2018,LEFT SINGLE QUOTATION MARK,,‘
a1 a6,161 166,241 246,10100001 10100110,2019,RIGHT SINGLE QUOTATION MARK,,’
a1 a7,161 167,241 247,10100001 10100111,201c,LEFT DOUBLE QUOTATION MARK,,“
a1 a8,161 168,241 250,10100001 10101000,201d,RIGHT DOUBLE QUOTATION MARK,,”
a1 a9,161 169,241 251,10100001 10101001,301d,REVERSED DOUBLE PRIME QUOTATION MARK,,〝
a1 aa,161 170,241 252,10100001 10101010,301e,DOUBLE PRIME QUOTATION MARK,,〞
a1 ab,161 171,241 253,10100001 10101011,2035,REVERSED PRIME,,‵
a1 ac,161 172,241 254,10100001 10101100,2032,PRIME,,′
a1 ad,161 173,241 255,10100001 10101101,ff03,FULLWIDTH NUMBER SIGN,,＃
a1 ae,161 174,241 256,10100001 10101110,ff06,FULLWIDTH AMPERSAND,,＆
a1 af,161 175,241 257,10100001 10101111,ff0a,FULLWIDTH ASTERISK,,＊
a1 b0,161 176,241 260,10100001 10110000,203b,REFERENCE MARK,,※
a1 b1,161 177,241 261,10100001 10110001,00a7,SECTION SIGN,,§
a1 b2,161 178,241 262,10100001 10110010,3003,DITTO MARK,,〃
a1 b3,161 179,241 263,10100001 10110011,25cb,WHITE CIRCLE,,○
a1 b4,161 180,241 264,10100001 10110100,25cf,BLACK CIRCLE,,●
a1 b5,161 181,241 265,10100001 10110101,25b3,WHITE UP-POINTING TRIANGLE,,△
a1 b6,161 182,241 266,10100001 10110110,25b2,BLACK UP-POINTING TRIANGLE,,▲
a1 b7,161 183,241 267,10100001 10110111,25ce,BULLSEYE,,◎
a1 b8,161 184,241 270,10100001 10111000,2606,WHITE STAR,,☆
a1 b9,161 185,241 271,10100001 10111001,2605,BLACK STAR,,★
a1 ba,161 186,241 272,10100001 10111010,25c7,WHITE DIAMOND,,◇
a1 bb,161 187,241 273,10100001 10111011,25c6,BLACK DIAMOND,,◆
a1 bc,161 188,241 274,10100001 10111100,25a1,WHITE SQUARE,,□
a1 bd,161 189,241 275,10100001 10111101,25a0,BLACK SQUARE,,■
a1 be,161 190,241 276,10100001 10111110,25bd,WHITE DOWN-POINTING TRIANGLE,,▽
a1 bf,161 191,241 277,10100001 10111111,25bc,BLACK DOWN-POINTING TRIANGLE,,▼
a1 c0,161 192,241 300,10100001 11000000,32a3,CIRCLED IDEOGRAPH CORRECT,,㊣
a1 c1,161 193,241 301,10100001 11000001,2105,CARE OF,,℅
a1 c2,161 194,241 302,10100001 11000010,00af,MACRON,,¯
a1 c3,161 195,241 303,10100001 11000011,ffe3,FULLWIDTH MACRON,,￣
a1 c4,161 196,241 304,10100001 11000100,ff3f,FULLWIDTH LOW LINE,,＿
a1 c5,161 197,241 305,10100001 11000101,02cd,MODIFIER LETTER LOW MACRON,,ˍ
a1 c6,161 198,241 306,10100001 11000110,fe49,DASHED OVERLINE,,﹉
a1 c7,161 199,241 307,10100001 11000111,fe4a,CENTRELINE OVERLINE,,﹊
a1 c8,161 200,241 310,10100001 11001000,fe4d,DASHED LOW LINE,,﹍
a1 c9,161 201,241 311,10100001 11001001,fe4e,CENTRELINE LOW LINE,,﹎
a1 ca,161 202,241 312,10100001 11001010,fe4b,WAVY OVERLINE,,﹋
a1 cb,161 203,241 313,10100001 11001011,fe4c,DOUBLE WAVY OVERLINE,,﹌
a1 cc,161 204,241 314,10100001 11001100,fe5f,SMALL NUMBER SIGN,,﹟
a1 cd,161 205,241 315,10100001 11001101,fe60,SMALL AMPERSAND,,﹠
a1 ce,161 206,241 316,10100001 11001110,fe61,SMALL ASTERISK,,﹡
a1 cf,161 207,241 317,10100001 11001111,ff0b,FULLWIDTH PLUS SIGN,,＋
a1 d0,161 208,241 320,10100001 11010000,ff0d,FULLWIDTH HYPHEN-MINUS,,－
a1 d1,161 209,241 321,10100001 11010001,00d7,MULTIPLICATION SIGN,,×
a1 d2,161 210,241 322,10100001 11010010,00f7,DIVISION SIGN,,÷
a1 d3,161 211,241 323,10100001 11010011,00b1,PLUS-MINUS SIGN,,±
a1 d4,161 212,241 324,10100001 11010100,221a,SQUARE ROOT,,√
a1 d5,161 213,241 325,10100001 11010101,ff1c,FULLWIDTH LESS-THAN SIGN,,＜
a1 d6,161 214,241 326,10100001 11010110,ff1e,FULLWIDTH GREATER-THAN SIGN,,＞
a1 d7,161 215,241 327,10100001 11010111,ff1d,FULLWIDTH EQUALS SIGN,,＝
a1 d8,161 216,241 330,10100001 11011000,2266,LESS-THAN OVER EQUAL TO,,≦
a1 d9,161 217,241 331,10100001 11011001,2267,GREATER-THAN OVER EQUAL TO,,≧
a1 da,161 218,241 332,10100001 11011010,2260,NOT EQUAL TO,,≠
a1 db,161 219,241 333,10100001 11011011,221e,INFINITY,,∞
a1 dc,161 220,241 334,10100001 11011100,2252,APPROXIMATELY EQUAL TO OR THE IMAGE OF,,≒
a1 dd,161 221,241 335,10100001 11011101,2261,IDENTICAL TO,,≡
a1 de,161 222,241 336,10100001 11011110,fe62,SMALL PLUS SIGN,,﹢
a1 df,161 223,241 337,10100001 11011111,fe63,SMALL HYPHEN-MINUS,,﹣
a1 e0,161 224,241 340,10100001 11100000,fe64,SMALL LESS-THAN SIGN,,﹤
a1 e1,161 225,241 341,10100001 11100001,fe65,SMALL GREATER-THAN SIGN,,﹥
a1 e2,161 226,241 342,10100001 11100010,fe66,SMALL EQUALS SIGN,,﹦
a1 e3,161 227,241 343,10100001 11100011,ff5e,FULLWIDTH TILDE,,～
a1 e4,161 228,241 344,10100001 11100100,2229,INTERSECTION,,∩
a1 e5,161 229,241 345,10100001 11100101,222a,UNION,,∪
a1 e6,161 230,241 346,10100001 11100110,22a5,UP TACK,,⊥
a1 e7,161 231,241 347,10100001 11100111,2220,ANGLE,,∠
a1 e8,161 232,241 350,10100001 11101000,221f,RIGHT ANGLE,,∟
a1 e9,161 233,241 351,10100001 11101001,22bf,RIGHT TRIANGLE,,⊿
a1 ea,161 234,241 352,10100001 11101010,33d2,SQUARE LOG,,㏒
a1 eb,161 235,241 353,10100001 11101011,33d1,SQUARE LN,,㏑
a1 ec,161 236,241 354,10100001 11101100,222b,INTEGRAL,,∫
a1 ed,161 237,241 355,10100001 11101101,222e,CONTOUR INTEGRAL,,∮
a1 ee,161 238,241 356,10100001 11101110,2235,BECAUSE,,∵
a1 ef,161 239,241 357,10100001 11101111,2234,THEREFORE,,∴
a1 f0,161 240,241 360,10100001 11110000,2640,FEMALE SIGN,,♀
a1 f1,161 241,241 361,10100001 11110001,2642,MALE SIGN,,♂
a1 f2,161 242,241 362,10100001 11110010,2295,CIRCLED PLUS,,⊕
a1 f3,161 243,241 363,10100001 11110011,2299,CIRCLED DOT OPERATOR,,⊙
a1 f4,161 244,241 364,10100001 11110100,2191,UPWARDS ARROW,,↑
a1 f5,161 245,241 365,10100001 11110101,2193,DOWNWARDS ARROW,,↓
a1 f6,161 246,241 366,10100001 11110110,2190,LEFTWARDS ARROW,,←
a1 f7,161 247,241 367,10100001 11110111,2192,RIGHTWARDS ARROW,,→
a1 f8,161 248,241 370,10100001 11111000,2196,NORTH WEST ARROW,,↖
a1 f9,161 249,241 371,10100001 11111001,2197,NORTH EAST ARROW,,↗
a1 fa,161 250,241 372,10100001 11111010,2199,SOUTH WEST ARROW,,↙
a1 fb,161 251,241 373,10100001 11111011,2198,SOUTH EAST ARROW,,↘
a1 fc,161 252,241 374,10100001 11111100,2225,PARALLEL TO,,∥
a1 fd,161 253,241 375,10100001 11111101,2223,DIVIDES,,∣
a1 fe,161 254,241 376,10100001 11111110,ff0f,FULLWIDTH SOLIDUS,,／
a2 40,162  64,242 100,10100010 01000000,ff3c,FULLWIDTH REVERSE SOLIDUS,,＼
a2 41,162  65,242 101,10100010 01000001,2215,DIVISION SLASH,,∕
a2 42,162  66,242 102,10100010 01000010,fe68,SMALL REVERSE SOLIDUS,,﹨
a2 43,162  67,242 103,10100010 01000011,ff04,FULLWIDTH DOLLAR SIGN,,＄
a2 44,162  68,242 104,10100010 01000100,ffe5,FULLWIDTH YEN SIGN,,￥
a2 45,162  69,242 105,10100010 01000101,3012,POSTAL MARK,,〒
a2 46,162  70,242 106,10100010 01000110,ffe0,FULLWIDTH CENT SIGN,,￠
a2 47,162  71,242 107,10100010 01000111,ffe1,FULLWIDTH POUND SIGN,,￡
a2 48,162  72,242 110,10100010 01001000,ff05,FULLWIDTH PERCENT SIGN,,％
a2 49,162  73,242 111,10100010 01001001,ff20,FULLWIDTH COMMERCIAL AT,,＠
a2 4a,162  74,242 112,10100010 01001010,2103,DEGREE CELSIUS,,℃
a2 4b,162  75,242 113,10100010 01001011,2109,DEGREE FAHRENHEIT,,℉
a2 4c,162  76,242 114,10100010 01001100,fe69,SMALL DOLLAR SIGN,,﹩
a2 4d,162  77,242 115,10100010 01001101,fe6a,SMALL PERCENT SIGN,,﹪
a2 4e,162  78,242 116,10100010 01001110,fe6b,SMALL COMMERCIAL AT,,﹫
a2 4f,162  79,242 117,10100010 01001111,33d5,SQUARE MIL,,㏕
a2 50,162  80,242 120,10100010 01010000,339c,SQUARE MM,,㎜
a2 51,162  81,242 121,10100010 01010001,339d,SQUARE CM,,㎝
a2 52,162  82,242 122,10100010 01010010,339e,SQUARE KM,,㎞
a2 53,162  83,242 123,10100010 01010011,33ce,SQUARE KM CAPITAL,,㏎
a2 54,162  84,242 124,10100010 01010100,33a1,SQUARE M SQUARED,,㎡
a2 55,162  85,242 125,10100010 01010101,338e,SQUARE MG,,㎎
a2 56,162  86,242 126,10100010 01010110,338f,SQUARE KG,,㎏
a2 57,162  87,242 127,10100010 01010111,33c4,SQUARE CC,,㏄
a2 58,162  88,242 130,10100010 01011000,00b0,DEGREE SIGN,,°
a2 59,162  89,242 131,10100010 01011001,5159,CJK UNIFIED IDEOGRAPH,,兙
a2 5a,162  90,242 132,10100010 01011010,515b,CJK UNIFIED IDEOGRAPH,,兛
a2 5b,162  91,242 133,10100010 01011011,515e,CJK UNIFIED IDEOGRAPH,,兞
a2 5c,162  92,242 134,10100010 01011100,515d,CJK UNIFIED IDEOGRAPH,,兝
a2 5d,162  93,242 135,10100010 01011101,5161,CJK UNIFIED IDEOGRAPH,,兡
a2 5e,162  94,242 136,10100010 01011110,5163,CJK UNIFIED IDEOGRAPH,,兣
a2 5f,162  95,242 137,10100010 01011111,55e7,CJK UNIFIED IDEOGRAPH,,嗧
a2 60,162  96,242 140,10100010 01100000,74e9,CJK UNIFIED IDEOGRAPH,,瓩
a2 61,162  97,242 141,10100010 01100001,7cce,CJK UNIFIED IDEOGRAPH,,糎
a2 62,162  98,242 142,10100010 01100010,2581,LOWER ONE EIGHTH BLOCK,,▁
a2 63,162  99,242 143,10100010 01100011,2582,LOWER ONE QUARTER BLOCK,,▂
a2 64,162 100,242 144,10100010 01100100,2583,LOWER THREE EIGHTHS BLOCK,,▃
a2 65,162 101,242 145,10100010 01100101,2584,LOWER HALF BLOCK,,▄
a2 66,162 102,242 146,10100010 01100110,2585,LOWER FIVE EIGHTHS BLOCK,,▅
a2 67,162 103,242 147,10100010 01100111,2586,LOWER THREE QUARTERS BLOCK,,▆
a2 68,162 104,242 150,10100010 01101000,2587,LOWER SEVEN EIGHTHS BLOCK,,▇
a2 69,162 105,242 151,10100010 01101001,2588,FULL BLOCK,,█
a2 6a,162 106,242 152,10100010 01101010,258f,LEFT ONE EIGHTH BLOCK,,▏
a2 6b,162 107,242 153,10100010 01101011,258e,LEFT ONE QUARTER BLOCK,,▎
a2 6c,162 108,242 154,10100010 01101100,258d,LEFT THREE EIGHTHS BLOCK,,▍
a2 6d,162 109,242 155,10100010 01101101,258c,LEFT HALF BLOCK,,▌
a2 6e,162 110,242 156,10100010 01101110,258b,LEFT FIVE EIGHTHS BLOCK,,▋
a2 6f,162 111,242 157,10100010 01101111,258a,LEFT THREE QUARTERS BLOCK,,▊
a2 70,162 112,242 160,10100010 01110000,2589,LEFT SEVEN EIGHTHS BLOCK,,▉
a2 71,162 113,242 161,10100010 01110001,253c,BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL,,┼
a2 72,162 114,242 162,10100010 01110010,2534,BOX DRAWINGS LIGHT UP AND HORIZONTAL,,┴
a2 73,162 115,242 163,10100010 01110011,252c,BOX DRAWINGS LIGHT DOWN AND HORIZONTAL,,┬
a2 74,162 116,242 164,10100010 01110100,2524,BOX DRAWINGS LIGHT VERTICAL AND LEFT,,┤
a2 75,162 117,242 165,10100010 01110101,251c,BOX DRAWINGS LIGHT VERTICAL AND RIGHT,,├
a2 76,162 118,242 166,10100010 01110110,2594,UPPER ONE EIGHTH BLOCK,,▔
a2 77,162 119,242 167,10100010 01110111,2500,BOX DRAWINGS LIGHT HORIZONTAL,,─
a2 78,162 120,242 170,10100010 01111000,2502,BOX DRAWINGS LIGHT VERTICAL,,│
a2 79,162 121,242 171,10100010 01111001,2595,RIGHT ONE EIGHTH BLOCK,,▕
a2 7a,162 122,242 172,10100010 01111010,250c,BOX DRAWINGS LIGHT DOWN AND RIGHT,,┌
